           1   65.6156006       2.15924028E-02
           2  -1604.96082       3.22234058    
           3  -1436.96643       1.14789224    
           4  -777.401123      0.189276919    
           5  -413.606750       3.44239026E-02
           6  -277.588776       1.08182952E-02
           7  -271.837372       7.63042644E-03
           8  -117.743896       1.14707311E-03
           9  -190.267273       2.28458992E-03
          10  -205.883575       2.15935265E-03
          11  -308.542908       3.96943931E-03
          12  -172.667358       1.06426654E-03
          13  -177.765106       9.59289609E-04
          14  -158.386002       6.60527905E-04
          15  -95.3342209       2.19949216E-04
          16  -99.3258591       2.08300044E-04
          17  -154.163742       4.24864324E-04
          18  -27.2829208       2.32437305E-05
          19   96.5183792       1.39964701E-04
          20  -112.486320       1.68096420E-04
          21  -78.3989792       7.83160212E-05
          22  -88.5804214       8.91925956E-05
          23   59.3487816       4.06790896E-05
          24  -120.163696       1.32257075E-04
          25  -111.715919       1.06024614E-04
          26  -56.7828407       2.95789869E-05
          27  -4.95635986       5.97288317E-06
          28   11.7979002       5.81321137E-06
          29  -136.343536       1.15301802E-04
          30  -50.6153793       1.84220189E-05
          31  -48.4615211       1.62233991E-05
          32  -122.084976       7.68196987E-05
          33   37.2366600       1.01116029E-05
          34  -68.3309021       2.35470125E-05
          35   76.8478622       2.73330734E-05
          36   36.5321999       8.20501646E-06
          37  -125.876297       6.07479888E-05
          38   6.63184023       2.99202907E-06
          39  -75.1881180       2.10927628E-05
          40  -67.8957977       1.69923005E-05
          41  -88.3025589       2.54806655E-05
          42  -126.425461       4.74865883E-05
          43  -35.7566795       5.56494706E-06
          44  -86.4044037       2.12591221E-05
          45  -87.3555603       2.07489848E-05
          46  -74.7281418       1.51749073E-05
          47  -176.161499       7.20484022E-05
          48  -53.2844582       7.86281635E-06
          49  -101.659416       2.31994291E-05
          50  -100.509644       2.18003170E-05
          51   6.98780012       1.69877114E-06
          52   23.5233593       2.52073505E-06
          53  -158.402863       4.60956435E-05
          54  -35.0247002       3.51972835E-06
          55  -35.3268814       3.36927019E-06
