           1  -60.3600006      0.200910136    
           2  -416.546204       2.17146087
           3  -347.072998      0.671474159
           4  -233.917404      0.171845898    
           5  -163.166595       5.37457019E-02
           6  -57.0835991       4.81884927E-03
           7  -37.1875992       1.63065770E-03
           8  -45.4504013       1.79140433E-03
           9  -41.2620010       1.17858453E-03
          10  -100.442200       5.14492067E-03
          11  -43.1879997       8.50765500E-04
          12  -101.477402       3.65125132E-03
          13  -47.6934013       7.34479225E-04
          14  -11.7609997       8.31825237E-05
          15  -49.2697983       5.81541215E-04
          16  -33.5285988       2.61429494E-04
          17   4.15080023       3.99793680E-05
          18  -3.30419993       3.26439913E-05
          19   4.89519978       3.16288642E-05
          20  -88.9667969       1.01490715E-03
          21   55.1440010       3.68172332E-04
          22   73.2238007       5.75602520E-04
          23   8.05360031       2.50880857E-05
          24   43.4606018       1.81294236E-04
          25  -41.0774002       1.51442277E-04
          26  -12.1711998       2.50603989E-05
          27  -59.0093994       2.52403028E-04
          28  -44.2201996       1.38238101E-04
          29  -15.9069996       2.53011749E-05
          30   9.19499969       1.63591885E-05
          31  -15.3733997       2.30678143E-05
          32  -2.48620009       1.04725241E-05
          33   15.2861996       1.99167080E-05
          34  -25.7511997       3.70180096E-05
          35   23.2908001       2.99260137E-05
          36  -38.4524002       6.53845564E-05
          37  -68.4072037       1.78178336E-04
          38   3.12739992       7.30599322E-06
          39  -12.5766001       1.18730086E-05
          40  -10.1759996       9.28368809E-06
          41   27.5951996       2.85036131E-05
          42  -11.2793999       9.00106716E-06
          43  -55.5914001       8.86259368E-05
          44  -96.1826019       2.44079565E-04
          45   7.49739981       6.69889369E-06
          46   48.2389984       5.98634324E-05
          47   3.24499989       4.90912362E-06
          48   43.5769997       4.53402463E-05
          49  -1.13859999       4.17690853E-06
          50  -63.7347984       8.55209582E-05
          51  -34.4879990       2.64791943E-05
          52  -4.27479982       3.84249779E-06
          53   28.9122009       1.86867746E-05
          54  -55.5056000       5.62379355E-05
          55   20.5452003       1.02659924E-05
          56   25.9382000       1.38590185E-05
          57   19.9796009       9.24152755E-06
          58  -28.1175995       1.45692584E-05
          59  -35.6794014       2.10081635E-05
          60  0.987800002       2.87438820E-06
          61 -0.349000007       2.62986282E-06
          62  -32.0281982       1.59587180E-05
          63   8.40999985       3.21271432E-06
          64  -18.2798004       6.60629030E-06
          65   84.3899994       8.66162081E-05
          66   5.37080002       2.73278420E-06
          67  -18.9955997       6.28506496E-06
          68  -30.3875999       1.21178055E-05
          69  -29.7406006       1.13656270E-05
          70  0.493999988       2.14096326E-06
          71   29.6079998       1.06080006E-05
          72  -2.34859991       1.89960394E-06
          73  -18.7171993       5.18423803E-06
          74  -15.7866001       4.10139819E-06
          75  -53.0540009       2.68790900E-05
          76  -13.7483997       3.39231406E-06
          77   17.9416008       4.39960786E-06
          78   34.4794006       1.12638581E-05
          79  -31.0287991       9.35606386E-06
          80   9.40540028       2.31955914E-06
          81  -14.1375999       2.95791165E-06
          82   10.4294004       2.41627708E-06
          83   17.6278000       3.78081904E-06
          84  -29.8680000       7.63093067E-06
          85   12.3204002       2.43836962E-06
          86   62.2238007       2.73529113E-05
          87  -26.1268005       5.83936253E-06
          88  -41.2522011       1.23328764E-05
          89   40.7416000       1.16677093E-05
          90  -22.0916004       4.24261498E-06
          91   16.7719994       2.93096218E-06
          92  -14.1526003       2.41153339E-06
          93   21.5923996       3.88459648E-06
          94  -28.6926003       5.80530332E-06
          95   2.90540004       1.15948353E-06
          96   14.6775999       2.12164286E-06
          97   6.49720001       1.23406687E-06
          98   9.43659973       1.52469568E-06
          99  -10.4785995       1.62447964E-06
         100   9.78759956       1.53361600E-06
         101  -39.9161987       8.75643309E-06
         102   33.9337997       6.54913129E-06
         103   5.70340014       1.09275129E-06
         104  -30.5818005       5.27381098E-06
         105   45.8950005       1.04368883E-05
         106  -31.1140003       5.14376461E-06
         107   9.72640038       1.21535186E-06
         108  -24.6338005       3.39382382E-06
